brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,premium_car,brand_count,is_luxury,price_category
GMC,Sierra 1500 AT4,2022,100 mi.,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,62499,4,True,91,False,Premium
Chrysler,200 C,2015,"170,000 mi.",E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,5995,11,False,28,False,Budget
Ford,F-150 XLT SuperCab,2010,"232,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,3000,16,False,386,False,Budget
MINI,Cooper S Base,2006,"95,000 mi.",Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,–,None reported,Yes,12500,20,False,33,False,Budget
Toyota,Venza XLE,2013,"103,466 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,14200,13,False,199,False,Budget
Toyota,Camry Hybrid Base,2011,"133,121 mi.",Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,White,At least 1 accident or damage reported,Yes,7900,15,False,199,False,Budget
Chevrolet,Tahoe LT,2012,"162,731 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,14500,14,False,292,False,Budget
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,"64,500 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,37500,12,True,315,True,Mid-Range
Ford,Shelby GT500 Base,2021,568 mi.,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Black,None reported,Yes,90788,5,True,386,False,Premium
Lexus,RX 300 4WD,1999,"249,083 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3500,27,False,163,True,Budget
Porsche,Macan S,2015,"80,300 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,23999,11,False,201,True,Mid-Range
Ford,F-150 XLT SuperCab,2004,"187,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,6299,22,False,386,False,Budget
Subaru,Outback 2.5 i Special Edition,2009,"181,870 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,6500,17,False,64,False,Budget
GMC,Sierra 2500 AT4,2022,"22,600 mi.",Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,76740,4,True,91,False,Premium
BMW,X5 xDrive40i,2020,"37,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000,6,True,375,True,Premium
Porsche,Taycan Base,2022,"9,728 mi.",Gasoline,375.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,89000,4,True,201,True,Premium
Lexus,GX 470 Base,2006,"152,000 mi.",Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,13995,20,False,163,True,Budget
Ford,F-150 Heritage XL SuperCab Flareside,2004,"60,260 mi.",Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,30500,22,False,386,False,Mid-Range
Mazda,MazdaSpeed Miata MX-5 Base,2004,"33,362 mi.",Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,17599,22,False,64,False,Budget
GMC,Acadia Denali,2021,"47,907 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,38436,5,True,91,False,Mid-Range
Mercedes-Benz,Metris Base,2016,"17,340 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29000,10,False,315,True,Mid-Range
Cadillac,DeVille Base,1994,"85,000 mi.",–,–,A/T,White,Blue,None reported,Yes,7900,32,False,107,False,Budget
Ford,Expedition EL XLT,2011,"195,500 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,8999,15,False,386,False,Budget
Chevrolet,Monte Carlo SS,2000,"74,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,–,None reported,Yes,4700,26,False,292,False,Budget
RAM,1500 Big Horn,2015,"140,500 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,14000,11,False,91,False,Budget
Jeep,Commander Base,2006,"212,500 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,6500,20,False,143,False,Budget
Lexus,IS-F Base,2010,"77,400 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,34500,16,True,163,True,Mid-Range
Ford,Utility Police Interceptor Base,2017,"118,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15000,9,False,386,False,Budget
Porsche,Carrera GT Base,2005,"4,400 mi.",Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,1599000,21,True,201,True,Premium
Cadillac,Escalade ESV Luxury,2016,"146,200 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24500,10,False,107,False,Mid-Range
Tesla,Model Y Performance,2020,"39,000 mi.",Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,43000,6,True,87,False,Premium
Chevrolet,Avalanche 1500 LS,2005,"130,000 mi.",E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,7200,21,False,292,False,Budget
Ford,F-150 Lariat,2021,"33,080 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,47850,5,True,386,False,Premium
Mercedes-Benz,GLB 250 Base 4MATIC,2023,"1,219 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Midnight Black,Classic Red,None reported,Yes,46479,3,True,315,True,Premium
Jeep,Wrangler Sport,2016,"41,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,25000,10,False,143,False,Mid-Range
Nissan,350Z Touring,2004,"110,897 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Orange,At least 1 accident or damage reported,Yes,11500,22,False,116,False,Budget
Chevrolet,Corvette Z06,2016,"49,000 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Orange,–,None reported,Yes,75000,10,True,292,False,Premium
Pontiac,Solstice GXP,2007,"47,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,13300,19,False,15,False,Budget
Hyundai,Sonata SE,2018,"57,690 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900,8,False,72,False,Budget
Mercedes-Benz,SLS AMG Base,2012,"17,941 mi.",Gasoline,6.2L V8 32V MPFI DOHC,7-Speed Automatic with Auto-Shift,Iridium Silver Metallic,Red,None reported,Yes,226000,14,True,315,True,Premium
Lincoln,Navigator Reserve,2018,"54,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Orange,At least 1 accident or damage reported,Yes,46500,8,True,52,False,Premium
Nissan,Maxima SL,2007,"101,600 mi.",Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6700,19,False,116,False,Budget
Ford,Ranger XLT,2021,"89,000 mi.",Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,34000,5,True,386,False,Mid-Range
Tesla,Model 3 Long Range,2021,"18,000 mi.",Gasoline,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,42500,5,True,87,False,Mid-Range
Jaguar,XE 35t Premium,2017,"55,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,25000,9,False,47,True,Mid-Range
Lincoln,MKZ Reserve,2017,"71,964 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,18750,9,False,52,False,Budget
Cadillac,Escalade ESV Platinum,2020,"92,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,50000,6,True,107,False,Premium
Ford,Fusion SE,2012,"160,000 mi.",E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,Yes,4500,14,False,386,False,Budget
Mercedes-Benz,E-Class E 350,2012,"95,816 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,12000,14,False,315,True,Budget
Jeep,Wrangler Unlimited Sport,2014,"132,600 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,–,At least 1 accident or damage reported,Yes,17000,12,False,143,False,Budget
Cadillac,DeVille Base,1994,"47,000 mi.",–,–,A/T,White,Blue,None reported,Yes,5990,32,False,107,False,Budget
Jeep,Wrangler Sport,2010,"149,460 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,10700,16,False,143,False,Budget
Jeep,Wrangler Sport,2011,"109,646 mi.",Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,Mango Tango Pearlcoat,Black,None reported,Yes,16998,15,False,143,False,Budget
Acura,MDX 3.5L w/Technology Package,2019,"90,605 mi.",Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,Yes,27698,7,False,64,False,Mid-Range
Volkswagen,Jetta 1.4T S,2019,"59,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17000,7,False,59,False,Budget
Chevrolet,Camaro Z28,2002,"48,000 mi.",Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,21999,24,False,292,False,Mid-Range
Chevrolet,Corvette Z06,2016,"41,500 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Black,None reported,Yes,66000,10,True,292,False,Premium
Porsche,Cayman R,2012,"54,000 mi.",Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,75000,14,True,201,True,Premium
Porsche,Cayenne Base,2018,"70,455 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,45855,8,True,201,True,Premium
Subaru,Crosstrek 2.0i Limited,2018,"84,054 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,21499,8,False,64,False,Budget
BMW,750 Li,2007,"114,528 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9000,19,False,375,True,Budget
Jeep,Wrangler Sahara,2013,"111,850 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,26500,13,False,143,False,Mid-Range
GMC,Sierra 2500 AT4,2020,"52,673 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,69500,6,True,91,False,Premium
BMW,X3 M AWD,2021,"31,500 mi.",Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54500,5,True,375,True,Premium
BMW,335 i,2011,"73,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,16000,15,False,375,True,Budget
Jeep,Wrangler Unlimited Sahara,2019,"59,692 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35900,7,True,143,False,Mid-Range
Toyota,Corolla S Plus,2016,"68,364 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,16000,10,False,199,False,Budget
Land,Rover Discovery HSE LUXURY,2017,"47,200 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000,9,False,130,True,Mid-Range
Mercedes-Benz,E-Class E 450 4MATIC,2021,"18,000 mi.",Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,62000,5,True,315,True,Premium
Ford,Fusion Hybrid Base,2012,"158,366 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,8250,14,False,386,False,Budget
BMW,X1 xDrive 28i,2017,"49,700 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,26000,9,False,375,True,Mid-Range
GMC,Terrain SLE,2010,"81,500 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Gray,None reported,Yes,12250,16,False,91,False,Budget
BMW,i3 120Ah w/Range Extender,2019,"16,975 mi.",Gasoline,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,26990,7,False,375,True,Mid-Range
Porsche,911 GT3,2018,"5,989 mi.",Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,None reported,Yes,209000,8,True,201,True,Premium
Ford,Mustang SVT Cobra,2003,"16,100 mi.",Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,None reported,Yes,35500,23,True,386,False,Mid-Range
Land,Rover Range Rover Supercharged LWB,2020,"54,225 mi.",Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,67500,6,True,130,True,Premium
RAM,2500 Big Horn,2016,"89,500 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,35000,10,True,91,False,Mid-Range
Ford,E250 Cargo,2013,"87,501 mi.",E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17777,13,False,386,False,Budget
MINI,Countryman Cooper S ALL4,2018,"12,370 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,28900,8,False,33,False,Mid-Range
RAM,1500 Classic Tradesman,2019,"12,466 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,28995,7,False,91,False,Mid-Range
Volvo,C70 T5,2011,"199,000 mi.",Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,5500,15,False,38,False,Budget
Mercedes-Benz,SL-Class SL600 Roadster,2007,"78,200 mi.",Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22999,19,False,315,True,Mid-Range
Toyota,Camry Hybrid XLE,2018,"22,000 mi.",Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,29500,8,False,199,False,Mid-Range
GMC,Acadia SLE-2,2016,"100,795 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,12995,10,False,91,False,Budget
Chevrolet,Impala 1LT,2019,"99,941 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,17816,7,False,292,False,Budget
Jeep,Grand Cherokee L Laredo,2021,"23,588 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,None reported,Yes,38633,5,True,143,False,Mid-Range
Jeep,Liberty Sport,2003,"103,000 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,5200,23,False,143,False,Budget
Jaguar,XF Luxury,2009,"91,491 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,7000,17,False,47,True,Budget
Honda,Civic Sport,2020,"23,131 mi.",Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Crystal Black Pearl,Black,At least 1 accident or damage reported,Yes,23739,6,False,63,False,Mid-Range
Subaru,Outback 2.5i Premium,2019,"77,000 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,18749,7,False,64,False,Budget
Land,Rover Range Rover Sport HSE Dynamic,2019,"20,500 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,76000,7,True,130,True,Premium
Tesla,Model Y Long Range,2022,500 mi.,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,45900,4,True,87,False,Premium
Lexus,ES 350 Base,2019,"49,810 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,33900,7,True,163,True,Mid-Range
Honda,CR-V Touring,2022,"20,229 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,Yes,36727,4,True,63,False,Mid-Range
Alfa,Romeo Giulia Quadrifoglio,2021,"10,558 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,75000,5,True,19,False,Premium
BMW,330 i,2005,"59,300 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,30900,21,False,375,True,Mid-Range
Maybach,Type 57 Base,2004,"34,254 mi.",Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,–,None reported,Yes,64250,22,True,1,False,Premium
Lexus,ES 250 Base,2021,"24,364 mi.",Gasoline,2.5 Liter,Automatic,Eminent White Pearl,Chateau,None reported,Yes,37998,5,True,163,True,Mid-Range
Mercedes-Benz,Sprinter 2500,2016,"139,200 mi.",Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,22000,10,False,315,True,Mid-Range
Mercedes-Benz,E-Class E 350,2012,"82,046 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,13999,14,False,315,True,Budget
Dodge,Dakota Sport,1997,"285,000 mi.",Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,6399,29,False,90,False,Budget
RAM,1500 Tradesman/Express,2017,"26,269 mi.",E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Yes,25307,9,False,91,False,Mid-Range
Mazda,CX-9 Touring,2016,"127,131 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,–,At least 1 accident or damage reported,Yes,16770,10,False,64,False,Budget
Porsche,911 Turbo S,2019,"31,000 mi.",Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,179900,7,True,201,True,Premium
BMW,X3 xDrive30i,2021,"27,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,38400,5,True,375,True,Mid-Range
Jeep,Grand Cherokee Limited,2015,"93,400 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,18900,11,False,143,False,Budget
BMW,X7 xDrive40i,2021,"9,200 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,71200,5,True,375,True,Premium
Mercedes-Benz,SL-Class SL 550,2014,"76,850 mi.",Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,32999,12,True,315,True,Mid-Range
Bentley,Continental GT W12,2016,"61,160 mi.",Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,98000,10,True,33,False,Premium
Jeep,Wrangler Unlimited,2005,"146,000 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15900,21,False,143,False,Budget
Tesla,Model S 100D,2017,"38,957 mi.",Gasoline,Electric Motor Electric Fuel System,1-Speed A/T,Silver,Beige,None reported,Yes,46750,9,True,87,False,Premium
Volkswagen,Golf SportWagen TSI SE,2017,"33,850 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,16500,9,False,59,False,Budget
Jeep,Wrangler Unlimited Sahara,2020,"61,830 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,Yes,39860,6,True,143,False,Mid-Range
Kia,Sorento SXL,2017,"108,559 mi.",Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,Titanium Silver,Satin Black,None reported,Yes,15998,9,False,76,False,Budget
Lexus,LS 430 Base,2006,"192,000 mi.",Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7390,20,False,163,True,Budget
Mercedes-Benz,E-Class E 350 4MATIC,2014,"83,112 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,15500,12,False,315,True,Budget
Tesla,Model X 75D,2016,"52,000 mi.",Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None reported,Yes,52000,10,True,87,False,Premium
RAM,1500 Rebel,2020,"57,300 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,43500,6,True,91,False,Premium
MINI,Cooper Base,2008,"104,500 mi.",Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,4100,18,False,33,False,Budget
Jeep,Cherokee Sport,1996,"170,552 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,6500,30,False,143,False,Budget
Ford,Mustang GT Premium,2013,"18,000 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,29000,13,False,386,False,Mid-Range
Lincoln,Navigator Reserve,2019,"39,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,51999,7,True,52,False,Premium
Jeep,Gladiator Rubicon,2020,"38,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45000,6,True,143,False,Premium
Porsche,Cayman GT4,2016,"15,168 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,115000,10,True,201,True,Premium
Honda,Civic EX,2012,"167,506 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,6500,14,False,63,False,Budget
Jeep,Grand Cherokee Laredo,2012,"166,000 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,13000,14,False,143,False,Budget
Ford,Shelby GT500 Base,2021,"19,200 mi.",Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,82950,5,True,386,False,Premium
Land,Rover Defender SE,2022,"46,000 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Beige,None reported,Yes,75000,4,True,130,True,Premium
Hummer,H3 Base,2007,"201,000 mi.",Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7200,19,False,16,False,Budget
Kia,Sportage LX,2014,"87,000 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,8900,12,False,76,False,Budget
GMC,Yukon XL 1500 SLT,2015,"145,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,24950,11,False,91,False,Mid-Range
Jeep,Wrangler Unlimited Sport,2020,"33,060 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36500,6,True,143,False,Mid-Range
Ford,Bronco XLT,1995,"195,000 mi.",–,–,A/T,Blue,Gray,None reported,Yes,15000,31,False,386,False,Budget
Tesla,Model S Long Range Plus,2021,"10,550 mi.",Gasoline,557.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,67800,5,True,87,False,Premium
